id,filename,label,language,scene_2cls,topic_4cls,generation_prompt
AR_fake_001,AR_fake_001.jpg,fake,ARABIC,paper,Culture & Entertainment,"newspaper · light mode · Arabic (العربية). Content: entertainment news post reporting a famous actor's hospitalization at Silverline Logistics for exhaustion, with management statement. UI specification: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Resolution/framing: Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
AR_fake_002,AR_fake_002.jpg,fake,ARABIC,paper,Culture & Entertainment,"A photograph of a device screen showing newspaper (light mode). The post/page content, written in Arabic (العربية), is about: product endorsement post by a well-known athlete promoting Coastal Energy Solutions's new fitness supplement with personal usage story. Visible UI components: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (print flat landscape). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
AR_fake_003,AR_fake_003.jpg,fake,ARABIC,paper,Politics & Military,"A photograph of a device screen showing newspaper (light mode). The post/page content, written in Arabic (العربية), is about: veterans affairs ministry statement about $1.2 billion in new disability benefits for at least 14 service members from Cedarville operations. Visible UI components: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan). Device: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Photo characteristics: wet or coffee-stained document with ring marks and faded text areas. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
AR_fake_004,AR_fake_004.jpg,fake,ARABIC,paper,Politics & Military,"newspaper · light mode · Arabic (العربية). Content: military command communiqué announcing a ceasefire agreement effective at 0600 hours along the Stonehill border corridor. UI specification: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Resolution/framing: Landscape framing, aspect 4:3, 1600×1200 (print flat landscape). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
AR_fake_005,AR_fake_005.jpg,fake,ARABIC,paper,Society & Livelihood,"A photograph of a device screen showing magazine (light mode). The post/page content, written in Arabic (العربية), is about: missing person alert with physical description, last seen location near Oakmont transit station, contact number for tips. Visible UI components: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (tall print tile). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
AR_real_001,AR_real_001.jpg,real,ARABIC,paper,Culture & Entertainment,
AR_real_002,AR_real_002.jpg,real,ARABIC,paper,Culture & Entertainment,
AR_real_003,AR_real_003.jpg,real,ARABIC,paper,Politics & Military,
AR_real_004,AR_real_004.jpg,real,ARABIC,paper,Politics & Military,
AR_real_005,AR_real_005.jpg,real,ARABIC,paper,Society & Livelihood,
BN_fake_001,BN_fake_001.jpg,fake,BENGALI,paper,Culture & Entertainment,"Imagine looking at someone's phone or screen showing newspaper in light mode. The screen displays a post in Bengali (বাংলা) about: entertainment news post reporting a famous actor's hospitalization at Pacific Development Corp for exhaustion, with management statement. The interface includes: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan), captured from Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. The image has: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
BN_fake_002,BN_fake_002.jpg,fake,BENGALI,paper,Culture & Entertainment,"Device capture of a magazine interface displaying the following content in Bengali (বাংলা): tabloid-style report on a public figure's real estate purchase in Clearwater Bay for $430 million, with property photos. The screen shows light mode with these UI elements: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (A-series scan); framed as Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Image condition: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
BN_fake_003,BN_fake_003.jpg,fake,BENGALI,paper,Politics & Military,"Imagine looking at someone's phone or screen showing newspaper in light mode. The screen displays a post in Bengali (বাংলা) about: election night results graphic showing vote percentages across Clearwater Bay districts with 28% lead margin. The interface includes: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait), captured from Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. The image has: photographed from another screen with visible moire pattern and slight reflection glare. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
BN_fake_004,BN_fake_004.jpg,fake,BENGALI,paper,Politics & Military,"A light mode screenshot of magazine in Bengali, showing: election night results graphic showing vote percentages across Maplewood Township districts with 23% lead margin. UI layout: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (A-series scan); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: photocopied document with reduced contrast, visible copier edge shadows, and slight grain. All text content is in Bengali (বাংলা). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
BN_fake_005,BN_fake_005.jpg,fake,BENGALI,paper,Society & Livelihood,"A photograph of a device screen showing magazine (light mode). The post/page content, written in Bengali (বাংলা), is about: medical prescription from Crescent Valley Hospital clinic listing Atorvastatin 40mg once daily at bedtime for a patient follow-up visit. Visible UI components: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (tall print tile). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
BN_real_001,BN_real_001.jpg,real,BENGALI,screen,Culture & Entertainment,
BN_real_002,BN_real_002.jpg,real,BENGALI,screen,Culture & Entertainment,
BN_real_003,BN_real_003.jpg,real,BENGALI,screen,Politics & Military,
BN_real_004,BN_real_004.jpg,real,BENGALI,screen,Politics & Military,
BN_real_005,BN_real_005.jpg,real,BENGALI,screen,Society & Livelihood,
MY_fake_001,MY_fake_001.jpg,fake,BURMESE,paper,Culture & Entertainment,"Imagine looking at someone's phone or screen showing magazine in light mode. The screen displays a post in Burmese (မြန်မာ) about: entertainment news post reporting a famous actor's hospitalization at Pinnacle Education Foundation for exhaustion, with management statement. The interface includes: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait), captured from Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. The image has: printed on paper and then photographed, showing paper texture, slight skew, and ambient shadows. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
MY_fake_002,MY_fake_002.jpg,fake,BURMESE,paper,Culture & Entertainment,"newspaper · light mode · Burmese (မြန်မာ). Content: entertainment news post reporting a famous actor's hospitalization at Crescent Valley Hospital for exhaustion, with management statement. UI specification: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Resolution/framing: Landscape framing, aspect 4:3, 1600×1200 (print flat landscape). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: photographed from another screen with visible moire pattern and slight reflection glare. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
MY_fake_003,MY_fake_003.jpg,fake,BURMESE,paper,Politics & Military,"A photograph of a device screen showing newspaper (light mode). The post/page content, written in Burmese (မြန်မာ), is about: diplomatic statement about new trade agreement terms between two nations, with specific tariff reduction figures of 12%. Visible UI components: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (print flat landscape). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: newspaper clipping that has been scanned, with yellowed edges and slight ink smudges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
MY_fake_004,MY_fake_004.jpg,fake,BURMESE,paper,Politics & Military,"magazine · light mode · Burmese (မြန်မာ). Content: naval exercise press release announcing joint operations between two allies in the Riverside Province waters involving at least 78 vessels. UI specification: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Resolution/framing: Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
MY_fake_005,MY_fake_005.jpg,fake,BURMESE,paper,Society & Livelihood,"Imagine looking at someone's phone or screen showing newspaper in light mode. The screen displays a post in Burmese (မြန်မာ) about: road closure and traffic advisory for Silverton following a multi-vehicle pileup on Highway 12, with approximately 35 injuries reported. The interface includes: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (print flat landscape), captured from Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. The image has: printed on paper and then photographed, showing paper texture, slight skew, and ambient shadows. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
MY_real_001,MY_real_001.jpg,real,BURMESE,screen,Culture & Entertainment,
MY_real_002,MY_real_002.jpg,real,BURMESE,screen,Culture & Entertainment,
MY_real_003,MY_real_003.jpg,real,BURMESE,screen,Politics & Military,
MY_real_004,MY_real_004.jpg,real,BURMESE,screen,Politics & Military,
MY_real_005,MY_real_005.jpg,real,BURMESE,screen,Society & Livelihood,
ZH_fake_001,ZH_fake_001.jpg,fake,CHINESE,paper,Culture & Entertainment,"Device capture of a newspaper interface displaying the following content in Chinese (中文): product endorsement post by a well-known athlete promoting Silverline Logistics's new fitness supplement with personal usage story. The screen shows light mode with these UI elements: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait); framed as Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Image condition: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ZH_fake_002,ZH_fake_002.jpg,fake,CHINESE,paper,Culture & Entertainment,"A photograph of a device screen showing newspaper (light mode). The post/page content, written in Chinese (中文), is about: tabloid-style report on a public figure's real estate purchase in Silverton for $2.1 billion, with property photos. Visible UI components: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan). Device: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Photo characteristics: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ZH_fake_003,ZH_fake_003.jpg,fake,CHINESE,paper,Politics & Military,"A light mode screenshot of magazine in Chinese, showing: municipal council voting results for the Palm Ridge rezoning proposal, with 31% approval rate. UI layout: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (tall print tile); device frame: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture condition: clean digital screenshot, no physical artifacts. All text content is in Chinese (中文). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ZH_fake_004,ZH_fake_004.jpg,fake,CHINESE,paper,Politics & Military,"magazine · light mode · Chinese (中文). Content: protest rally coverage showing crowd at Cedarville central square with organizers claiming approximately 35 attendees. UI specification: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Resolution/framing: Portrait framing, aspect 2:3, 1200×1800 (A-series scan). Device context: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture artifact: photocopied document with reduced contrast, visible copier edge shadows, and slight grain. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ZH_fake_005,ZH_fake_005.jpg,fake,CHINESE,paper,Society & Livelihood,"Imagine looking at someone's phone or screen showing magazine in light mode. The screen displays a post in Chinese (中文) about: Coastal Energy Solutions clinical trial recruitment notice for a new diabetes treatment, offering $9.8 billion compensation to participants in Westfield County. The interface includes: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (tall print tile), captured from Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. The image has: creased and folded paper with visible fold lines and slightly wrinkled surface. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ZH_real_001,ZH_real_001.jpg,real,CHINESE,paper,Culture & Entertainment,
ZH_real_002,ZH_real_002.jpg,real,CHINESE,paper,Culture & Entertainment,
ZH_real_003,ZH_real_003.jpg,real,CHINESE,paper,Politics & Military,
ZH_real_004,ZH_real_004.jpg,real,CHINESE,paper,Politics & Military,
ZH_real_005,ZH_real_005.jpg,real,CHINESE,paper,Society & Livelihood,
NL_fake_001,NL_fake_001.jpg,fake,DUTCH,paper,Culture & Entertainment,"A light mode screenshot of magazine in Dutch, showing: viral quote graphic attributed to a famous entrepreneur about the future of work, shared 1.5K times. UI layout: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (tall print tile); device frame: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture condition: clean digital screenshot, no physical artifacts. All text content is in Dutch (Nederlands). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
NL_fake_002,NL_fake_002.jpg,fake,DUTCH,paper,Culture & Entertainment,"Imagine looking at someone's phone or screen showing court_document in light mode. The screen displays a post in Dutch (Nederlands) about: viral quote graphic attributed to a famous entrepreneur about the future of work, shared 156K times. The interface includes: court document: court name and jurisdiction header, case number; parties listed (Plaintiff v. Defendant), judge name; formal legal text with numbered paragraphs, ruling/judgment section; court seal, clerk signature, filing date stamp. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait), captured from Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. The image has: creased and folded paper with visible fold lines and slightly wrinkled surface. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
NL_fake_003,NL_fake_003.jpg,fake,DUTCH,paper,Politics & Military,"Device capture of a magazine interface displaying the following content in Dutch (Nederlands): military command communiqué announcing a ceasefire agreement effective at 0600 hours along the Oakmont border corridor. The screen shows light mode with these UI elements: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (tall print tile); framed as Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Image condition: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
NL_fake_004,NL_fake_004.jpg,fake,DUTCH,paper,Politics & Military,"A photograph of a device screen showing magazine (light mode). The post/page content, written in Dutch (Nederlands), is about: leaked internal memo from Redwood Community Trust discussing personnel changes in senior leadership positions. Visible UI components: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait). Device: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Photo characteristics: printed on paper and then photographed, showing paper texture, slight skew, and ambient shadows. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
NL_fake_005,NL_fake_005.jpg,fake,DUTCH,paper,Society & Livelihood,"A light mode screenshot of newspaper in Dutch, showing: medical prescription from Atlas Infrastructure Partners clinic listing Omeprazole 20mg once daily before breakfast for a patient follow-up visit. UI layout: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: printed on paper and then photographed, showing paper texture, slight skew, and ambient shadows. All text content is in Dutch (Nederlands). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
NL_real_001,NL_real_001.jpg,real,DUTCH,paper,Culture & Entertainment,
NL_real_002,NL_real_002.jpg,real,DUTCH,paper,Culture & Entertainment,
NL_real_003,NL_real_003.jpg,real,DUTCH,paper,Politics & Military,
NL_real_004,NL_real_004.jpg,real,DUTCH,paper,Politics & Military,
NL_real_005,NL_real_005.jpg,real,DUTCH,paper,Society & Livelihood,
EN_fake_001,EN_fake_001.jpg,fake,ENGLISH,paper,Culture & Entertainment,"magazine · light mode · English (English). Content: entertainment industry report on a major streaming platform's content deal worth $150 million with a production studio at Cedarville. UI specification: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Resolution/framing: Portrait framing, aspect 2:3, 1200×1800 (A-series scan). Device context: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture artifact: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
EN_fake_002,EN_fake_002.jpg,fake,ENGLISH,paper,Culture & Entertainment,"A light mode screenshot of newspaper in English, showing: entertainment news post reporting a famous actor's hospitalization at Eastbridge Financial for exhaustion, with management statement. UI layout: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (print flat scan); device frame: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture condition: clean digital screenshot, no physical artifacts. All text content is in English (English). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
EN_fake_003,EN_fake_003.jpg,fake,ENGLISH,paper,Politics & Military,"Device capture of a magazine interface displaying the following content in English (English): a transport authority director's press conference announcing reversal of a major transportation policy affecting Cedarville. The screen shows light mode with these UI elements: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait); framed as Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Image condition: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
EN_fake_004,EN_fake_004.jpg,fake,ENGLISH,paper,Politics & Military,"newspaper · light mode · English (English). Content: protest rally coverage showing crowd at Westfield County central square with organizers claiming more than 200 attendees. UI specification: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Resolution/framing: Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
EN_fake_005,EN_fake_005.jpg,fake,ENGLISH,paper,Society & Livelihood,"A photograph of a device screen showing newspaper (light mode). The post/page content, written in English (English), is about: weather service hurricane tracking update showing Category 3 storm approaching Northbridge coastline within 48 hours. Visible UI components: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (print flat landscape). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: wet or coffee-stained document with ring marks and faded text areas. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
EN_real_001,EN_real_001.jpg,real,ENGLISH,paper,Culture & Entertainment,
EN_real_002,EN_real_002.jpg,real,ENGLISH,paper,Culture & Entertainment,
EN_real_003,EN_real_003.jpg,real,ENGLISH,paper,Politics & Military,
EN_real_004,EN_real_004.jpg,real,ENGLISH,paper,Politics & Military,
EN_real_005,EN_real_005.jpg,real,ENGLISH,paper,Society & Livelihood,
FR_fake_001,FR_fake_001.jpg,fake,FRENCH,paper,Culture & Entertainment,"newspaper · light mode · French (Français). Content: entertainment industry report on a major streaming platform's content deal worth $430 million with a production studio at Millbrook. UI specification: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Resolution/framing: Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: wet or coffee-stained document with ring marks and faded text areas. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
FR_fake_002,FR_fake_002.jpg,fake,FRENCH,paper,Culture & Entertainment,"newspaper · light mode · French (Français). Content: entertainment news post reporting a famous actor's hospitalization at Eastbridge Financial for exhaustion, with management statement. UI specification: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Resolution/framing: Landscape framing, aspect 4:3, 1600×1200 (print flat landscape). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
